translation,transliteration,charater_count
"1/2 minas 6 1/2 shekels Puzur-Ištar, 11 shekels Šu-Laban, 1/3 minas minus 1/6 shekels Puzur-Aššur, 1/3 minas 5 1/3 shekels Uzua, 10 shekels Aššur-šamšī, 15 1/2 shekels Puzur-ilī, 11 shekels Aššur-dān, 8 1/6 shekels Elāli, 2 minas 13 shekels Uṣur-ša-Aššur, 11 shekels Šu-Išhara, a total of 4 2/3 minas 1 1/2 shekels.",1/2 ma-na 6 1/2 GÍN Puzur4-Ištar 11 GÍN Šu-Lá-ba-an 1/3 ma-na LÁ 1/6 GÍN Puzur4-A-šùr 1/3 ma-na 5 1/3 GÍN Ú-zu-ú-a 10 GÍN A-šur-{d}UTU 15 1/2 GÍN Puzur4-DINGIR 11 GÍN A-šur-dan 8 1/4 GÍN E-lá-li 2 ma-na 13 GÍN Ú-ṣú-ur-ša-A-šur 11 GÍN Šu-Ìš-ha-ra ŠUNIGIN 4 2/3 ma-na 1 1/2 GÍN,275
Year eponym Ilī-pilah.,li-mu-um DINGIR-pí-lá-ah,24
<gap>Pilah-Ištar <gap>Idī-Wēr <gap>,<gap>Pí-lá-ah-Iš-tar <gap> ki <gap> I-dí-we-er <gap>-dí-nu-ma,61
"Indeed, one of your children, my son Suhārum, whom I took, at night at your request, on the eve of your departure<gap>the carriage<gap> our daughter Suparrum<gap>Suparrum<gap>",a-pu-tum šú-ha-ra-am me-ra-ki ša i-na DUMU-er-tí-ki ša aṣ-bi4-tí-ni i-na mu-ší-im i-na e-er-ší-ki i-na SAG ta-li-ki ša ta <gap> ri isma ae-en6-<gap>-tum e-ri-qam ša <gap> DUMU.MÍ-ni <gap>e-ṣí-ša ki šú-pá-ra-am is-<gap> ma šu ru <gap>šú-pá-ri-im <gap>gal za ki im li <gap> im <gap>ta ki ú ni,290
Give it to Šalim-Aššur and let Šalim-Aššur bring the tin.,iš-tí-ni a-na Šál-ma-A-šur dí-na-ma AN.NA Ša-lim-A-šur lu-ub-lam,64
"Until the matter was cleared, I spent eight months in libbi mātim. ",as-da-nu-ni a-dí a-wa-tum iz-ku-a-ni ITU.8.KAM i-na li-bi ma-tim,64
Iddin-abum owes 24 minas of refined silver to Aššur-bēl-awātim.,24 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er I-dí-a-bi-im A-šùr-be-el-a-wa-tim,72
"Regarding the 2 mina of silver that you sent to Kurara to buy grain; Pušu-kēn's daughter sealed your house and sent me to the gate of God, so I paid her the silver.",2 ma-na KÙ.BABBAR ša KI Kù-ra-ra a-na šé-ri-a a-na ú-ṭá-tim ša-a-mì-im tù-šé-bi4-lá-ni DUMU.SAL Pu-šu-ke-en6 É-t-kà ta-ak-nu-uk-ma ù i-a-tí a-na KÁ DINGIR-lim tù-šé-ri-da-ni-ma KÙ.BABBAR áš-qú-ul-ší-im,201
I will send the merchant's goods.,lu-qú-tám ša DAM.GÀR-ri-im a-ra-dí um-ma Šu-zu-zu-ma,52
"The silver is bound to the heads of those who are financially sound and trustworthy, their families, and those who come after them.",ú-ša-bu-ú KÙ.BABBAR i-qá-qá-ad šál-mì-šu-nu ú ke-ni-šu-nu É-tí-šu-nu ù wa-ar-ki ra-ki-is ITI.KAM Hu-bu-ur,105
The road-tax he incurs and the food of Kitaya from Burušhattum until the City Elamma has paid. If he does not transport of the goods of Elamma from the City Kitaya will compensate what was paid him for the road-tax and food.,da-a-sú ù ú-kúl-tù-šu ša Ki-ta-a iš-tù Bu-ru-uš-ha-tim a-dí a-lim{ki} E-lá-ma iš-qúl šu-ma iš-tù A-lim{ki} ú-nu-tám ša E-lá-ma lá i-sà-ri-dam da-a-sú ù ú-kúl-tù-šu Ki-ta-a ú-ma-lá,179
"So, until now the 2 textiles agreed by him are still outstanding. Ask Aluwa there, who brought the textiles, about the price of Abī-Anum's 4 textiles and that of yours.",ù a-di-ni 2 TÚG ší-ma-sú i-ba-ší-ú a-ma-kam A-lu-a ša-i-il5 ša TÚG.HI.A ub-lá-ni ší-im 4 TÚG ša A-bi-A-nim,106
"From Nahištum to Ennam-Aššur: Kudātum brings you a thin textile. Sell it profitably for me in silver. The proceeds from the thin textile you, Ali-ahum and Lamassi should not claim in the context of the will of your father as long as Lamassī is alive.",um-ma Na-hi-iš-tum-ma a-na En-um-A-šùr Ku-da-tum ra-qá-tám na-áš-a-kum KÙ.BABBAR da-mì-qá-am ší-im ra-qí-tim i-ší-ma-tim ša a-bi-kà a-ta A-lá-hu-um ú Lá-ma-si a-dí Lá-ma-sí ba-al-ṭá-at-ni <gap><gap>,198
"Regarding the settled silver debt of 2 1/2 mina of Anah-ilī, son of Enna-Suen, and his father-in-law Taha: They shall pay it within 20 weeks, starting from the week of Narām-Suen and Hannānum.",ša hu-bu-ul A-na-ah-DINGIR DUMU En-na-Sú-en6 ù Ta-ha e-mì-šu ša 2 1/2 ma-na KÙ.BABBAR ša-ru-pá-am iš-tù ha-mu-uš-tim ša-ru-pá-am iš-tù ha-mu-uš-tim ša Na-ra-am-ZU ù Ha-na-nim a-na 20 ha-am-ša-tim i-ša-qú-lu KÙ.BABBAR i-na,221
Their silver is 10 mina 13 shekels.,KÙ.BI-šu-nu 10 ma-na 13 GÍN,27
I paid 1/2 mina of copper at the ford in the territory of Durhumit.,1/2 ma-na URUDU a-né-bar-tim i-ša Dur4-hu-mì-it a-dí-in,55
I sent him 7 minas for his tin until the people of Šahhania give 10 minas of tin.,li-ib-ší a-dí Ša-ha-ni-a-nim 10 ma-na AN.NA i-dí-na-ma,54
Let the oath you are to swear come to me.,i-ṣa-bu-tù-kà ma-mì-tum ša ta-ta-mu-ú a-na ṣé-ri-a li-li-ik,59
"The seal of Ahu-waqar, son of Šu-Ištar; the seal of Aššur-taklāku, son of Amria; the seal of Puzur-abeh, son of Enum-Aššur; the seal of Šu-Anum, son of Menānum.",KIŠIB A-hu-wa-qar DUMU Šu-Ištar KIŠIB A-šur-ta-ak-lá-ku DUMU Am-ri-a KIŠIB Puzur4-a-be-eh DUMU En-um-A-šur KIŠIB Šu-A-nim DUMU Me-na-nim,136
Aššur-imitti will bring you 3 silver for your offering. Send the Zuaya with the first messenger!,3 GÍN KÙ.BABBAR a-ni-qí-kà A-šur-i-mì-tí na-áš-a-kum Zu-a-a iš-tí a-li-ki-im pá-nim-ma ṭur4-da-ni-šu,100
"He said, ""<gap>"" May your reply come to me.",<gap>um-ma šu-ut-ma <gap>té-er-ta-kà li-li-kam-ma,49
In the presence of Puzur-Šamaš.,IGI Puzur4-{d}UTU,17
"24 1/2 minas silver: Aššur-imitī, son of Dān-Aššur; 1 pt. 8 1/2 minas silver: merchandise value of Urāni, the Skaven of Sukkallīya; 40 minas silver: Aššur-idī, son of Agūa;",24 1/2 ma-na KÙ.BABBAR A-šur-i-mì-tí DUMU Dan-A-šur 1 GÚ 8 1/2 ma-na KÙ.BABBAR a-wi-it Ú-ra-ni ÌR ša Sú-kà-li-a 40 ma-na KÙ.BABBAR A-šur-i-dí DUMU A-gu-a,153
Ilī-bāni son of Uzua was my absent part-ner.,DINGIR-ba-ni DUMU Ú-zu-a tap-pá-i,33
"Aššur-idī, son of Ibn-Adad, took 6 mina of refined silver from my account. Libbaya's penalty is 1 mina and 15 shekels along with the silver.",6 ma-na KÙ.BABBAR ša-ru-pá-am ša i-ni-kà-sí e-hu-úz A-šur-i-dí DUMU Ib-ni-{d}IM 1 ma-na 15 GÍN ša ar-ni-šu Li-ba-a-a ŠUNIGIN 7 ma-na 15 GÍN,139
"You took 7 1/2 shekels of silver, the price of 5 sheep. Aššur-rabi son of Akuza had all this paid in the name of Aššur-malik son of Kayātum, and Aššur-rabi wrote this memorandum on his deathbed.",7 1/2 GÍN KÙ.BABBAR ší-im 5 UDU.HI.A tal-qé mì-ma a-nim a-šu-mì A-šùr-ma-lik DUMU Kà-a-tim A-šùr-GAL DUMU A-ku-za ú-ša-qí-il5 ù ta-ah-sí-is-tám a-ni-tám i-ba-áb né-bi-ri-šu A-šùr-GAL ú-lá-pí-sí,193
"The hand of the creditor rests on 2 kutānu-textiles. In the presence of Ennam-Aššur, son of Uṣāriya, of Ennam-Suen, son of Ennam-Aššur",i-na 2 TÚG ku-ta-ni qá-tum ša DAM.GÀR ša-ak-na-at IGI E-nam-A-šur DUMU Ú-ṣa-ri-a IGI E-na-Sú-in DUMU En-nam-A-šur,113
Abaya was satisfied with 3 mina and 15 shekels of silver in Kaniš for the silver and the goods with it.,a-ší-a-ma-tim ta-dí-nu KÙ.BABBAR ú ší-a-ma-tí-šu 3 ma-na 15 GÍN KÙ.BABBAR i-na Kà-ni-iš A-ba-a-a ša-bu-a-at En-um-A-šur,119
"And let Ennam-Aššur clear it together with the rest of the silver from my goods and the silver from my outstanding claims <gap>My caravan is ready. My dear brothers, take care to give a caravan to the servant, and then give me a caravan as well.",šé-bi-lá-nim ù iš-tí ší-tí KÙ.BABBAR ša lu-qú-tí-a lu KÙ.BABBAR ša ba-a-ba-tí-a En-um-A-šùr lu-za-ki-a-ma lu 5 <gap>ha-ra-ni er-sú-a-at a-hu-a a-tù-nu ih-da-ma ha-ra-nam a-na ṣú-ha-ri-im dí-na-ma ù i-a-tí ha-ra-nam dí-na-nim,224
If they do not satisfy the creditor he will take Aše'ad along. They are jointly liable for the silver.,i-du-nu šu-ma lá ú-ša-bu-ú A-šé-a-ad i-ta-ru KÙ.BABBAR i-qá-qá-ad šál-mì-šu-nu ra-ki-is,87
3 packs — 40 minas silver — under the seals of Pūšu-kēn;,3 né-pí-šu 40 ma-na KÙ.BABBAR ku-nu-ki ša Pu-šu-ke-en6,54
"If you say: 'I shall not go to Durhumit!' then state that to me, and then come on and let us leave for the City even today. Do not question me in court. I have not rejected you with respect to going!""",šu-ma um-ma a-ta-ma a-Dur4-hi-mì-it lá a-lá-ak qí-bi-a-am-ma ba-a-am u4-ma-ma a-na A-lim{ki} lu nu-ṣí i-na dí-tim lá tù-ša-a-lá-ni a-na a-lá-ki-im qá-at-kà lá am-ha-aṣ,167
"Also, Puzur-Aššur has written a missive to Enna-Suen and you.",ú Puzur4-A-šur a-na I-na-Sú-in ú ku-a-tí na-áš-pé-er-tám ú-lá-pì-tám,68
"Witnessed by Puzur-Aššur, by Ennānum.",šé-a-ni IGI Puzur4-A-šùr IGI En-na-nim,38
"To Aššur-idī from Aššur-nādā 20 minas of silver, both from funds entrusted to me, from my joint-stock capital and from my investment loans— Aššur-šamšī is on his way to you with that.",a-na A-šur-i-dí qí-bi4-ma um-ma A-šur-na-da-ma 20 ma-na KÙ.BABBAR lu ša qí-ip-tí-a lu ša na-ru-qí-a lu i-na e-bu-ṭí-a A-šùr- {d}UTU-ši na-áš-a-kum,146
This allocation document is a copy of the sealed tablet regarding Kura's debt.,ta-ah-sí-is-tum a-ni-tum me-eh-ra-at ṭup-pì-im ha-ar-mì-im ša hu-bu-ul Ku-ra,76
"Say to Nab-Suen, Ennam-Aššur, Suen-rē'ī, and Aššuriš-tikal, thus Išme-Aššur: ""I wrote you as follows: 'The wife of Hali-abum is dead. Collect everything she left behind and bring it into one single storeroom and seal it in my name'.",a-na Na-áb-Sú-in En-um-A-šur ZU-re-i ú A-šur-iš-tí-kál qí-bi4-ma um-ma Iš-ma-A-šur-ma áš-pu-ra-ku-nu-tí um-ma a-na-ku-ma DAM Ha-lá-bi4-im me-ta-at mì-ma té-zi-bu pá-hi-ra-ma a-na hu-ur-ší-im iš-té-en šé-ri-ba-ma ki-ma i-a-tí ku-un-kà,233
 I hear by rumor that somebody intends to marry the maid.,áš-ta-na-me-ma ma-ma-na am-tám a-na a-ha-zi-im,
Send half a mina of silver to me personally with the first bātiqum.,1/2 ma-na KÙ.BABBAR a-pá-ni-a iš-tí ba-tí-qí-im pá-ni-e-ma šé-bi4-lam,69
"Say to Šu-Laban, Innaya, Ahu-<gap> and Enna-Suen! Šu-Ištar says: The interest of <gap>is 15 mina silver <gap>owed to Lā-qēp Kuda-<gap>, the son of Šu-<gap> <gap>",a-na Šu-Lá-ba-an I-na-a A-hu-wa-qar ú E-na-Sú-en6 qí-bi-ma um-ma Šu-Ištar-ma 15 ma-na KÙ.BABBAR ša ṣí-ib-t<gap> La-qé-ep DUMU Šu-<gap>a-na Ku-da-<gap>,150
Amur-Ištar son of Damuma has received 10 minas of refined silver from the proceeds of Ušinalam's wool.,10 ma-na KÙ.BABBAR ṣa-ru-pá-am A-mur-Ištar DUMU Da-mu-ma i-na ší-im SÍG.HI.A ša Ú-ší-na-lam il5-qé IGI,102
Reckoned from the month <gap>Tūram-ili will <gap>when he comes up from the City <gap>the merchant,iš-tù ITI.1.KAM <gap>i-na e-lá-i-šu iš-tù A-lim{ki} Tù-ra-am-DINGIR a-na DAM.GÀR KÙ.BABBAR <gap>,96
"Because you gave me one talent of silver, Ahātu and I are pleasing people; I can be pleasing to you.",ki-ma ša 1 GÚ KÙ.BABBAR ta-dí-na-ni A-ha-tù ù a-na-ku a-wi-il5 gi-mì-lìm a-ga-mì-il5-kà,87
It was 45 1/2 minas of copper.,URUDU 45 1/2 ma-na,18
" Brother and friend answered: ""Since the man has left, the matter should not be long-drawn-out. Make him swear.""",um-ma a-hu-um eb-ru-ma iš-tù-ma a-we-lúm i-tal-ku a-wa-tum lá e-ri-ik ta-mì-šu,
1/2 mina for a working capital to Uṣur-ša-Aššur son of Amriya; 1/3 mina: Aššur-bēl-awātim to his son and Šāt-ilī;,1/2 ma-na a-be-a-lim a-na Ú-ṣú-ur-ša-A-šur DUMU Am-ri-a 1/3 ma-na A-šur-be-el-a-wa-tim a-me-er-i-šu ú Šā-tí-li,110
"If I subtract the 3 minas and half a minas of silver that Allah brought me, there remains a remainder of half a minas to be charged to him.",i-dí-nu 3 1/2 ma-na KÙ.BABBAR ša A-lá-ku ub-lá-ni lu-ṣa-he-er-ma ší-tum 1/2 ma-na i-li-bi4-šu ù 4 ANŠE.HI-a,107
And we met in Wahšušana,lu i-na Wa-ah-šu-ša-na,22
"Let Šumma-libbi-Aššur add 1 mina of refined silver to the one mina of silver there, seal 2 minas of silver and give them to the first travellers so they may bring them to Kulumaya.",na-ší a-ma-kam 1 ma-na KÙ.BABBAR ša-ru-pá-am Šu-ma-li-bi-A-šur a-ṣé-er 1 ma-na-im KÙ.BABBAR lu-ra-dí-ma 2 ma-na KÙ.G ku-un-kà-ma a-ṣé-er Ku-lu-ma-a a-na a-li-ki pá-ni-ú-tim-ma dí-na-ma lu-ub-lu-ú,195
"Say to Aššur-rēṣī, Dadiya and Ennam-Aššur, thus Elamma: ""Dān-Aššur is on his way to you with 24 minas of refined silver, its excise added, his transport fee paid. If the rate of the tin is 15:1 or even more, then buy 2 talents of tin; if not, then buy kutānu-textiles.",a-na A-šur-re-ṣí Da-dí-a ù En-nam-A-šur qí-bi4-ma um-ma E-la-ma-ma 24 ma-na KÙ.BABBAR ṣa-ru-pá-am ni-is-ha-sú DIRI ša-du-a-sú ša-bu ku-nu-ki-a Dan-A-šur na-áš-a-ku-nu-tí šu-ma AN.NA 15 GÍN.TA ù e-li-iš 2 GÚ AN.NA ša-ma-nim šu-ma la ki-a-am ku-ta-ni(m) ša-ma-ni-im,263
<gap>1 shekels<gap>available!,<gap>1 GÍN <gap>-ša-ma i-ba-<gap>,33
"From Aššur-nādā to Šišahšušar: As to the grain and the subāru-fodder, as much as Ilī-išar and Huluba collected as the price of sickles and tin, which I gave to them and which they brought to Alāni —why have you not sent me word at all about how much they have given to you?",um-ma A-šùr-na-da-ma a-na Ší-ša-ah-šu-šar qí-bi-ma ú-ṭá-tám ù sú-ba-ra-am ma-lá Ì-lí-i-šar ù Hu-lu-ba ší-im ni-ga-li ù AN.NA ša a-dí-šu-nu-tí-ni-ma a-na A-lá-ni ub-lu-ni ma-lá i-dí-nu-ni-ki-ni mì-šu-um ma-tí-ma tí-ir-tí-ki lá i-lá-kam,234
Let the news reach here and let us appeal to the Kārum so that the silver is not lost.,té-er-ta-kà <gap> li-li-kam-ma kà-ra-am lu ni-im-hu-ur-ma KÙ.BABBAR lá i-ru-aq,78
"<gap> 8 shekels are owed by Ennānum, the mušāridum. 3 <gap>the price of grain <gap>of the maid <gap>which <gap>of the silver <gap>",iš-tù ha-mu-uš-tim ša En-na-Sú-in KÙ.BABBAR a-dí-šu-um 8 GÍN KI En-na-nim mu-ša-ri-dim 3 <gap>i-lá-al i ša <gap>ší-im ú-tí-tim <gap>am-tim ša i-KÙ.BABBAR-im <gap> <gap>,168
We will send the <gap>Ilī-imittī that the palace will produce to Šalatuwar.,ki-ša É.GAL-im ú-ṣa-ni Ili5-mì-tí a-na Ša-lá-tù-wa-ar ni-ṭá-ra-ad,65
"If the merchandise in my father's firm is going to lose value, why doesn't he take from my silver?",i-na É a-bi šu-ma lu-qú-tum i-ba-ša-al mì-šu-um i-na KÙ.BABBAR-pí-a lá i-ṣa-ba-at,81
Two and a half minas of refined silver are owed to Amur-Aššur and Tamria Ennum-Aššur good.,2 1/2 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er A-mur-A-šùr ù Ta-am-ri-a En-um-A-šùr i-šu iš-tù,89
"I satisfied Suen-damiq, the son of the priest Suen, and Ela-ilī, the son of Šū-Kūbum, on behalf of Nimar-Ištar, the son of Hatata, for the 1/3 mina of silver that was said to be taken during the settlement of our matter, and Suen-damiq did not pay Ela-ilī.",a-na 1/3 ma-na KÙ.BABBAR ša i-na ga-mì-ir a-wa-tí-ni i-nu-mì-šu-ma lá-qá-am qá-bi4-a-ni a-na 1/3 ma-na KÙ.BABBAR a-šu-mì Ni-mar-Iš-tar DUMU Ha-ta-ta Sú-en6-SIG5 DUMU GUDU4 ša Sú-en6 E-lá-lí DUMU Šu-Ku-bu-um e-pu-ul-ma KÙ.BABBAR mì-ma Sú-en6-SIG5 i-na ra-mì-ni-šu a-na E-lá-lí ú-lá iš-qúl ki-ma 9 TÚG té-ṣa-ba-am,311
"In the presence of Ennam-Aššur, son of Suen-nādā, of Susāya, son of Šū-Kūbum, of Šukutum, son of Huraṣum.",IGI En-nam-A-šur DUMU Sú-in-na-da IGI Sú-sà-a DUMU Šu-Ku-bi4-im IGI Šu-ki-tim DUMU Hu-ra-ṣí-im,94
"The very day you hear my letter there you must satisfy your palace, for the rabi sikkitim is dead.",a-ma-kam i-na {d}UTU-ši ṭup-pí ta-ša-me-ú É.GAL-lim-ku-nu áp-lá-ma ra-bi sí-ki-tim me-et,88
The silver will be deducted from his tablet.,KÙ.BABBAR i-na ṭup-pì-šu i-ṣa-na-hi-ir,38
Do you not know about the division of your father's house?,pa-ra-ás É a-bi4-kà lá tí-de8-ma,32
"Either your heart will bear it, or your heart will turn away from it.",qá-tám la-al-qé šu-ma li-ba-kà ta-ba-al-šu šu-ma li-ba-kà ta-e-ra-šu,68
"1/3 minas leiht Dan-Aššur, 1 1/2 minas 7 shekels Puzur-Aššur, 2 1/3 minas 7 shekels Ennum-Aššur, 2 2/3 minas 5 shekels Shillia, 2 Ama 5 - shekels9 minas Search Anali, 4 minas 15 Search Enna-Suen, 5 Search Šu-Kūbum.",1 1/3 ma-na Dan-A-šur 1 1/2 ma-na 7 GÍN Puzur4-A-šur 2 1/3 ma-na 7 GÍN En-um-A-šur 2 2/3 ma-na 5 GÍN Ṣí-li-a 2 2/3 ma-na 5 GÍN {d}UTU-ba-ni 2 ma-na 9 GÍN A-na-lí 4 ma-na 15 GÍN En-na-Sú-en6 5 GÍN Šu-Ku-bu-um i-ha-bu-lu,218
"Also, regarding the jewel I left for you when I went to the city, you said: ""I left it in the Kārum for your share.""",šu-ku-šu ù šu-ku-ta-am ša i-nu-mì a-na a-lim{ki} a-tal-ku-ma e-zi-ba-ku-ni um-ma a-ta-ma a-na kà-ri-im a-na qá-tí-kà a-dí-i,123
I will hear everything you say when you come here.,e-pá-áš i-nu-mì ša tù-ṣí-a-ni mì-ma ta-qá-bi4-ú <gap>a-ša-me-kà a-bi a-ta,73
"As for the tablet concerning Bēlum-bāni son of Narām-Sin and two tablets concerning customers, which Abī-Anum left in your house, when the servants arrive they will transport the tablets.",1 ṭup-pu-um ša Be-lúm-ba-ni DUMU Na-ra-am-ZU ù ší-na ṭup-pè ša DAM.GÀR ša É-tí-kà A-bi-A-nu-um e-zi-bu i-na a-lá-ak ṣú-ha-ri ṭup-pè lu-šé-tí-qú,143
"My financiers settled my affairs, and they took 10 1/2 minas of silver from me. They took 5 1/2 minas of silver today. I will weigh 5 minas of silver at its due date.",a-wa-tí um-mì-a-nu-a ig-mu-ruma 10 1/2 ma-na.TA KÙ.BABBAR i-ṣé-ria il5-qé-ú 5 1/2 ma-na.TA KÙ.BABBAR u4-ma-ma il5-qé-ú 5 ma-na.TA KÙ.BABBAR a-na u4-me-e a-ša-qal,161
"The month of Bēlti-ekallim, the year after Aššur-malik, son of Ali-ahum.",ú-ša-áb ITU.KAM Be-el-tí-É.GAL-lim li-mu-um ša qá-tí A-šur-ma-lik DUMU A-lá-hi-im,81
"We collected 1 1/2 minas of silver, the tithe from Pušu-ken, son of Buzazu in Kuburnat, and Šu-Suen, son of Ablamassī and Aššur-idī, son of Adada are bringing 1 mina thereof to the Colony under the seal of the Kuburnat Station and my own seal.",1 1/2 ma-na KÙ.BABBAR iš-ra-tim Pu-šu-ke-en6 DUMU Bu-za-zu i-na Ku-bu-ur-na-at nu-ša-dí-in-ma ŠÀ.BA 1 ma-na KÙ.BABBAR Šu-sú-in DUMU Áb-lá-ma-sí ú A-šùr-i-dí DUMU A-da-da ku-nu-ki,178
"<gap>let us go in accordance with the verdict of the City <gap>say. My dear brother, the very day you hear my letter set out and leave.",<gap>a-na ma-lá dí-in A-lim{ki} lu ni-ta-la-ak-ma <gap>qí-bi-ma a-hi a-ta <gap> i-na {d}UTU-ši ṭup-pí ta-ša-me-ú tí-ib-a-ma a-tal-kam <gap>,139
"If they do not pay when their due date arrives, they will add 1 1/2 shekels for every 1 mina per month.",šu-ma i-na u4-mì-šu-nu ma-al-ú-tim lá iš-qú-lu 1 1/2 GÍN.TA i-na ITI.KAM a-na 1 ma-na-im ú-ṣú-bu KÙ.BABBAR i-qá-qá-ad,117
He shall pay within 5 weeks from the week of Ali-ahum and Ennam-Anum.,A-šur-SIPA i-šu-ú iš-tù ha-muš-tim ša A-lá-hi-im ù E-na-ma-nim a-na 5 ha-am-ša-tim i-ša-qal šu-ma lá iš-qúl,107
"<gap>the seal of Num, the seal of Uṣur-ša-Aššur.",KIŠIB <gap>-<gap>-nim KIŠIB Ú-ṣur-ša-A-šur,42
"To Aššur-nimrī and Ali-ahum and Ilī-bāni from Šu-Zuzu: Open for my tablets there and give to Ilī-bāni a tablet concerning 40 minas of silver plus a second tablet concerning 20 minas of silver, the debt of Ilī-bāni.",a-na A-šùr-ni-im-ri ù A-lá-hi-im DINGIR-ba-ni qí-bi-ma um-ma Šu-Zu-zu-ma a-ma-kam tup-pí-a pé-té-a-ma tup-pá-am ša 40 ma-na KÙ.BABBAR ù ša-ni-am tup-pá-am ša 20 ma-na KÙ.BABBAR ša hu-bu-li DINGIR-ba-ni dí-na-šu-um,213
32 minas of silver were stored in this city.,32 ma-na KÙ.BABBAR i-na a-lim{ki} a-ni-im na-dí,47
"1/2 mina: Uraya, 1/2 mina: Amur-Ištar, 28 1/4 shekels: Aššur-taklāku son of Šu-Illil,",1/2 ma-na Ú-ra-a 1/2 ma-na A-mur-Ištar 1/3 ma-na 8 1/4 GÍN A-šùr-ta-ak-lá-ku DUMU Šu- {d}EN.LÍL,95
<gap>certified/sealed tablets.,<gap>ha-ar-mu-tum,17
"Stand by my side, take a tablet of the Karum, and if they could not sell the meteorite iron in Wahšušana, I will go and bring the meteorite iron here.",i-tí-dí-in i-ša-ha-tí-a i-zi-iz-ma ṭup-pá-am ša kà-ri-im li-qé-ma šu-ma a-mu-tum i-na Wa-ah-šu-ša-na lá i-na-dí-nu ù lá-li-ik-ma a-mu-tám a-ni-ša-am lu-ub-lam,158
"If he does not weigh it at the appointed time, he shall add interest of one and a half shekels per mina in a month the month of Allānātum, the eponum of Sukkallia, in the presence of Aššur-rē'ûm, in the presence of Asunâ, in the presence of Aššur-mālik.",i-ša-qal šu-ma i-na u4-mì-šu ma-al-ú-tim lá iš-qú-ul 1 1/2 GÍN.TA i-na ITU.1.KAM a-na 1 ma-na-im ṣí-ib-tám ú-ṣa-áb ITU.1.KAM A-lá-na-tim li-mu-um Sú-kà-lí-a IGI A-šur-SIPA IGI A-sú-na-a A-šur-ma-lik,198
He will pay the silver when he returns.,i-na tù-wa-ri-šu KÙ.BABBAR i-ša-qál,35
"Send me some of my father's silver with an express caravan so I can dispatch the goods. Take care so I am not delayed and indeed, why is that there you have <gap>",i-na KÙ.BABBAR-áp a-bi-a iš-tí ba-tí-qí-im šé-bi-lá-nim-ma lu-qú-tám lá-áš-lu-ùh ih-da-ma lá a-sá-hu-ur ú a-ta mì-nam ša a-ma-kam ta-ta <gap> i ha ri ú,151
"If he has not paid in time, he must add interest at the rate 1 1/2 shekel per month per mina.",i-ša-qal šu-ma la iš-qú-ul 1 1/2 GÍN TA i-na ITI.KAM-im a-na ma-na-im,69
"We hear that the House of Kura speaks of the granting of gold, 1 mina or 2 minass.",li-ni-dí ni-ša-me-ma É Ku-ra KÙ.GI 1 ma-na ù 2 ma-na ta-da-nam e-ta-ú,69
"The meat which remained they have stored below. I have spent 4 talents of copper <gap>your youngsters have not died!""",ší-ru-um ša i-ri-hu ša-áp-lá-nu-um i-tab-ku 4 GÚ URUDU ag-mur <gap>KAM ṣú-ùh-lá i-mu-ut ur-kà,93
"In the presence of Kurub-Adad, in the presence of Šuhārum.",IGI Kur-ub-{d}IM IGI Šu-ha-ri-im,32
You have to seal for my tablets and the storeroom.,li-li-kam tup-pì-a ú hu-ur-ša-am a-tù-nu-ma ku-un-kà,52
<gap>pack them. Your certificate <gap>we <gap>,<gap>i-ṣa-bu-tù-<gap> mì-ma ší-bu-ta-ku-nu né-ri-<gap> nu-dí-<gap> <gap>,72
"If he wants a donkey there, buy him a donkey.",a-ma-kam šu-ma ANŠE i-ha-ša-ah ANŠE ša-ma-šu-um,47
"The seal of Šubunahšu, son of Ata;",KIŠIB Šu-bu-na-ah-šu DUMU A-ta,30
The god Adad temple will take it from the storehouse as if Supa had something there.,šu-ku-ma tup-pá-am ša kà-ri-im li-qí-a-am ša ki-ma i-na mì-ma Sú-pá i-šu-ú i-sú-hu-pí-im {d}Adad i-lá-qí,104
" The representatives of Aššur-Shamshi and Aššur-Sululi, to Iddin-Kubum and Aššur-Taklaku, said the following to Aššur-Taklaku: When We entrusted you with 8 1/2 measures of the merchant's tin, We immediately said to you, upon delivery of the tin, ""The tin belongs to the merchant.""",um-ma ša ki-ma A-šur-{d}UTU-ši ù A-šur-ṣú-lu-li a-na I-dí-Ku-bi4-im ù A-šur-ták-lá-ku-ma a-na A-šur-ták-lá-ku qí-bima i-nu-mì qí-bima i-nu-mì 8 1/2 ma-na AN.NA ša DAM.QAR ni-ip-qí-da-ku-ni i-na re-e-eš15 AN.NA ni-iq-bi4-a-kum um-ma né-nu-ma AN.NA ša DAM.QAR,257
"Urgent, do not act rashly there with regard to either the outstanding claims or my house.",a-pu-tum a-ma-kam lu a-ba-ba-tí lu a-na É be-tí-a lá ta-ša-li-ṭí,64
Formal lawsuit.,ri-ig-ma-tum,12
